Name,Sex,Age,Height,Weight,Year,Event,Medal
Assefa Mezgebu,M,18,175,55,1996,"5,000 metres",NA
Assefa Mezgebu,M,22,175,55,2000,"10,000 metres",Bronze
Ishmael Mhaladi,M,32,177,70,1980,"1,500 metres",NA
Ousman Miangoto,M,29,175,70,1984,800 metres,NA
Vera Michallek (Steiert-),F,29,168,52,1988,"1,500 metres",NA
Anne Michel,F,20,172,60,1980,400 metres,NA
"Daniel ""Dan"" Middleman",M,26,180,61,1996,"10,000 metres",NA
Maja Mihalinec,F,26,175,65,2016,200 metres,NA
Elina Dmitriyevna Mikhina,F,22,170,55,2016,400 metres,NA
Irina Mikitenko (Volynskaya-),F,23,162,47,1996,"5,000 metres",NA
Irina Mikitenko (Volynskaya-),F,28,162,47,2000,"5,000 metres",NA
Irina Mikitenko (Volynskaya-),F,31,162,47,2004,"5,000 metres",NA
Irina Mikitenko (Volynskaya-),F,39,162,47,2012,Marathon,NA
Emilia Mikue Ondo,F,19,160,63,2004,800 metres,NA
Emilia Mikue Ondo,F,23,160,63,2008,800 metres,NA
Alba Milana,F,25,171,50,1984,Marathon,NA
Milena Milaevi,F,24,173,64,2008,100 metres,NA
Jean ric Milazar,M,25,190,80,2000,400 metres,NA
Jean ric Milazar,M,29,190,80,2004,400 metres,NA
Jean ric Milazar,M,33,190,80,2008,400 metres,NA
Joel Milburn,M,22,182,75,2008,400 metres,NA
Helen Louise Miles (-Jones),F,21,160,55,1988,100 metres,NA
Jearl Atawa Miles-Clark,F,25,170,60,1992,400 metres,NA
Jearl Atawa Miles-Clark,F,29,170,60,1996,400 metres,NA
Jearl Atawa Miles-Clark,F,34,170,60,2000,800 metres,NA
Jearl Atawa Miles-Clark,F,37,170,60,2004,800 metres,NA
Davide Milesi,M,31,178,61,1996,Marathon,NA
Roger Milhau,M,25,175,69,1980,800 metres,NA
Dmitrijs Mikvis,M,22,182,72,2004,800 metres,NA
Dmitrijs Mikvis,M,26,182,72,2008,800 metres,NA
Adam Leslie Miller,M,20,183,74,2004,200 metres,NA
Coby Miller,M,23,168,68,2000,200 metres,NA
Inger Z. Miller,F,24,163,55,1996,200 metres,NA
Larry R. Miller,M,21,178,68,1984,200 metres,NA
Ramon Salomon Miller,M,25,180,67,2012,400 metres,NA
Shaunae Miller (-Uibo),F,18,185,69,2012,400 metres,NA
Shaunae Miller (-Uibo),F,22,185,69,2016,400 metres,Gold
Ross Arthur Millington,M,26,173,58,2016,"10,000 metres",NA
Dietmar Millonig,M,25,169,57,1980,"5,000 metres",NA
Dietmar Millonig,M,33,169,57,1988,"5,000 metres",NA
Taylor Milne,M,26,165,60,2008,"1,500 metres",NA
Luk Milo,M,24,183,83,2008,100 metres,NA
Mohamed Hossain Milzer,M,21,174,65,1988,400 metres,NA
Mohamed Hossain Milzer,M,21,174,65,1988,800 metres,NA
"Zeina El-Jas Boulos Neaimi ""Mina""",F,21,167,65,1984,400 metres,NA
Gary John Minihan,M,22,175,70,1984,400 metres,NA
ana Minina (-epunova),F,23,174,58,2000,400 metres,NA
Militsa Mircheva,F,22,165,50,2016,Marathon,NA
Hanna Valerivna Mishchenko,F,24,166,51,2008,"1,500 metres",NA
Hanna Valerivna Mishchenko,F,28,166,51,2012,"1,500 metres",NA
Oleg Olegovich Mishukov,M,23,183,71,2004,400 metres,NA
Irina Vladimirovna Mistyukevich,F,23,182,69,2000,800 metres,NA
Dennis Allen Mitchell,M,22,175,70,1988,100 metres,NA
Dennis Allen Mitchell,M,26,175,70,1992,100 metres,Bronze
Dennis Allen Mitchell,M,30,175,70,1996,100 metres,NA
Kerri-Ann Mitchell,F,29,165,56,2012,100 metres,NA
Maurice Mitchell,M,22,180,74,2012,200 metres,NA
Morgan Mitchell,F,21,177,63,2016,400 metres,NA
"Richard Charles ""Rick"" Mitchell",M,25,183,71,1980,400 metres,Silver
Nethaneel Joseph Mitchell-Blake,M,22,187,86,2016,200 metres,NA
Misako Miyahara,F,26,155,41,1988,Marathon,NA
Dickson Marwa Mkami,M,26,179,68,2008,"10,000 metres",NA
Juma Mnyampanda,M,20,164,55,1988,"5,000 metres",NA
Mo Myeong-Hui,F,21,171,68,1984,200 metres,NA
Patrick Mocci-Raoumb,M,26,160,70,1996,100 metres,NA
Sabrina Mockenhaupt,F,23,155,45,2004,"10,000 metres",NA
Sabrina Mockenhaupt,F,27,155,45,2008,"10,000 metres",NA
Sabrina Mockenhaupt,F,31,155,45,2012,"10,000 metres",NA
Ato Modibo-Stephens,M,21,188,78,2000,400 metres,NA
Ato Modibo-Stephens,M,25,188,78,2004,400 metres,NA
Ato Modibo-Stephens,M,29,188,78,2008,400 metres,NA
Vincenzo Massimo Modica,M,29,168,53,2000,Marathon,NA
Bente Moe,F,23,168,50,1984,Marathon,NA
Bente Moe,F,27,168,50,1988,Marathon,NA
Geir Anders Moen,M,27,190,85,1996,200 metres,NA
Geir Anders Moen,M,31,190,85,2000,200 metres,NA
Sondre Nordstad Moen,M,25,178,62,2016,Marathon,NA
Ehsan Mohajer Shojaei,M,25,175,62,2008,800 metres,NA
Nazmizan Mohamad,M,23,181,78,2004,200 metres,NA
Abbas Mohamed,M,24,NA,NA,1988,Marathon,NA
Anwar Omar Mohamed Ali,M,15,184,55,1992,800 metres,NA
Awmima Mohamed,F,15,168,64,2000,400 metres,NA
Hamada Mohamed Mohamed Ahmad,M,19,175,65,2012,800 metres,NA
Hamada Mohamed Mohamed Ahmad,M,23,175,65,2016,800 metres,NA
Kadra Mohamed Dembil,F,19,155,55,2016,"1,500 metres",NA
Mohamed Hassan Mohamed,M,18,NA,NA,2012,"1,500 metres",NA
Mohamed Daud Mohamed,M,20,NA,NA,2016,"5,000 metres",NA
Yohannes Mohamed,M,32,177,55,1980,"5,000 metres",NA
Abdulla Mohamed Hussein,M,16,170,54,2004,400 metres,NA
Abdullah Abkar Mohammed,M,19,172,73,2016,100 metres,NA
Mohala Mohloli,M,26,180,54,1988,Marathon,NA
Henry Mahlomola Mohoanyane,M,28,175,67,1992,400 metres,NA
Hendrik Mokganyetsi,M,20,182,70,1996,400 metres,NA
Hendrik Mokganyetsi,M,25,182,70,2000,400 metres,NA
Abel Slanang Mokibe,M,27,NA,NA,1992,Marathon,NA
Stephen Mokoka,M,27,157,52,2012,Marathon,NA
Stephen Mokoka,M,31,157,52,2016,"10,000 metres",NA
Carol Mokola,F,27,159,49,2004,100 metres,NA
Mopeli Molapo,M,22,184,87,1980,"1,500 metres",NA
California Molefe,M,24,172,62,2004,400 metres,NA
Enrique Molina Vargas,M,28,175,62,1996,"5,000 metres",NA
Enrique Molina Vargas,M,32,175,62,2000,"10,000 metres",NA
Jos Luis Molina Nez,M,27,172,62,1992,"5,000 metres",NA
Jos Luis Molina Nez,M,31,172,62,1996,Marathon,NA
Jos Luis Molina Nez,M,35,172,62,2000,Marathon,NA
Lus Ariel Molina,M,28,172,57,2016,Marathon,NA
Manlio Molinari,M,19,184,72,1984,800 metres,NA
Manlio Molinari,M,24,184,72,1988,800 metres,NA
Manlio Molinari,M,31,184,72,1996,800 metres,NA
"Lorraine Mary Moller (-Daws, -Smith)",F,29,175,55,1984,Marathon,NA
"Lorraine Mary Moller (-Daws, -Smith)",F,33,175,55,1988,Marathon,NA
"Lorraine Mary Moller (-Daws, -Smith)",F,37,175,55,1992,Marathon,Bronze
"Lorraine Mary Moller (-Daws, -Smith)",F,41,175,55,1996,Marathon,NA
Silke Mller (Gladisch-),F,24,168,57,1988,100 metres,NA
Silke Mller (Gladisch-),F,24,168,57,1988,200 metres,NA
Tams Molnr,M,24,183,75,1992,400 metres,NA
Mama Moluh,M,26,NA,NA,1984,400 metres,NA
"Jeremy ""Jerry"" Molyneaux",M,26,181,65,1984,800 metres,NA
Abdel Majid Moncef,M,27,182,68,1988,"1,500 metres",NA
Avard Moncur,M,21,193,87,2000,400 metres,NA
milie Mondor,F,23,168,53,2004,"5,000 metres",NA
Martn Mondragn,M,34,166,56,1988,Marathon,NA
"Stephen James ""Steve"" Moneghetti",M,25,176,60,1988,Marathon,NA
"Stephen James ""Steve"" Moneghetti",M,29,176,60,1992,Marathon,NA
"Stephen James ""Steve"" Moneghetti",M,33,176,60,1996,Marathon,NA
"Stephen James ""Steve"" Moneghetti",M,37,176,60,2000,Marathon,NA
Elizabeth Mongudhi,F,26,159,48,1996,Marathon,NA
Elizabeth Mongudhi,F,30,159,48,2000,Marathon,NA
Uwe Mnkemeyer,M,24,180,66,1984,"5,000 metres",NA
Carlos Fernando Sousa Monteiro,M,26,178,64,1992,"5,000 metres",NA
Ins Alexandra das Neves Monteiro,F,24,158,50,2004,"5,000 metres",NA
Ins Alexandra das Neves Monteiro,F,28,158,50,2008,Marathon,NA
Jos Esteban Montiel Gmez,M,29,172,56,1992,Marathon,NA
Isidro Montoya Valencia,M,21,176,68,2012,100 metres,NA
Amantle Montsho,F,21,173,57,2004,400 metres,NA
Amantle Montsho,F,25,173,57,2008,400 metres,NA
Amantle Montsho,F,29,173,57,2012,400 metres,NA
Jude Monye,M,22,188,79,1996,400 metres,NA
Jude Monye,M,26,188,79,2000,400 metres,NA
Tasama Moogas,M,28,165,52,2016,Marathon,NA
Ann Mooney,F,25,NA,NA,2000,400 metres,NA
"David Robert ""Dave"" Moorcroft",M,27,180,66,1980,"5,000 metres",NA
"David Robert ""Dave"" Moorcroft",M,31,180,66,1984,"5,000 metres",NA
LaShauntea Moore,F,21,165,59,2004,200 metres,NA
Melissa Moore (-Medlicott),F,24,166,60,1992,200 metres,NA
Thabiso Paul Moqhali,M,24,168,49,1992,Marathon,NA
Thabiso Paul Moqhali,M,32,168,49,2000,Marathon,NA
Luis Orlando de los Angeles Mora Padilla,M,24,172,58,1984,"5,000 metres",NA
Luis Orlando de los Angeles Mora Padilla,M,24,172,58,1984,"10,000 metres",NA
Pedro Jess Mora Suescun,M,34,169,55,2012,Marathon,NA
Mohammad Jaafar Moradi,M,26,169,62,2016,Marathon,NA
Sajjad Moradi,M,21,183,68,2004,800 metres,NA
Sajjad Moradi,M,25,183,68,2008,800 metres,NA
Sajjad Moradi,M,29,183,68,2012,800 metres,NA
Celiangeli Morales Melndez,F,30,165,63,2016,200 metres,NA
Luis Morales Scott,M,20,180,67,1984,100 metres,NA
Luis Morales Scott,M,20,180,67,1984,200 metres,NA
John Sello Morapedi,M,19,170,54,1996,"5,000 metres",NA
Abderrahmane Morceli,M,23,171,61,1980,"1,500 metres",NA
Abderrahmane Morceli,M,27,171,61,1984,"1,500 metres",NA
Noureddine Morceli,M,22,175,60,1992,"1,500 metres",NA
Noureddine Morceli,M,26,175,60,1996,"1,500 metres",Gold
Noureddine Morceli,M,30,175,60,2000,"1,500 metres",NA
Tigist Moreda,F,NA,155,50,1992,"10,000 metres",NA
Delfim Jos Teixeira Moreira,M,28,177,65,1984,Marathon,NA
Jos Carlos Gomes Moreira,M,24,172,76,2008,100 metres,NA
Sara Isabel Fonseca Moreira,F,26,166,50,2012,"10,000 metres",NA
Sara Isabel Fonseca Moreira,F,30,166,50,2016,Marathon,NA
Margaret Morel,F,22,166,51,1980,800 metres,NA
Margaret Morel,F,22,166,51,1980,"1,500 metres",NA
Carlos Bernardo Moreno Lira,M,20,174,72,1988,100 metres,NA
Carlos Bernardo Moreno Lira,M,20,174,72,1988,200 metres,NA
Alex Morgan,M,23,183,66,1996,800 metres,NA
Lyubov Vasilyevna Morgunova,F,29,170,46,2000,Marathon,NA
Max Morinire,M,24,183,78,1988,100 metres,NA
Max Morinire,M,28,183,78,1992,100 metres,NA
Koichi Morishita,M,24,165,54,1992,Marathon,Silver
Paola Moro,F,31,160,50,1984,Marathon,NA
Mpho Jonas Morobe,M,29,172,60,1996,400 metres,NA
Devon Morris,M,23,180,75,1984,400 metres,NA
Devon Morris,M,27,180,75,1988,400 metres,NA
Devon Morris,M,31,180,75,1992,400 metres,NA
Ian Morris,M,26,175,65,1988,400 metres,NA
Ian Morris,M,30,175,65,1992,400 metres,NA
Ruth Leona Morris,F,25,170,64,1988,200 metres,NA
Ruth Leona Morris,F,25,170,64,1988,400 metres,NA
Ruth Leona Morris,F,29,170,64,1992,200 metres,NA
Ruth Leona Morris,F,29,170,64,1992,400 metres,NA
Tracey Anne Morris (Jones-),F,36,170,53,2004,Marathon,NA
Lesley Margaret Morton (-Ryan),F,28,161,44,1992,"10,000 metres",NA
Mari Paz Mosanga Motanga,F,17,158,46,2000,100 metres,NA
Charles Moses,M,30,189,72,1984,400 metres,NA
Leonid Nikolayevich Moseyev,M,27,180,64,1980,Marathon,NA
Moses Cheruiyot Mosop (Kimosop),M,19,152,50,2004,"10,000 metres",NA
Geiner Alonso Mosquera Becerra,M,24,187,75,2008,400 metres,NA
Moses Moeketsi Mosuhli,M,27,159,62,2008,Marathon,NA
Golekane Mosveu,M,31,163,51,1980,"10,000 metres",NA
Rosa Mara Correia dos Santos Mota,F,26,157,45,1984,Marathon,Bronze
Rosa Mara Correia dos Santos Mota,F,30,157,45,1988,Marathon,Gold
Nico Motchebon,M,26,186,81,1996,800 metres,NA
Cydonie Camille Mothersill (-Modibo),F,18,171,57,1996,100 metres,NA
Cydonie Camille Mothersill (-Modibo),F,22,171,57,2000,100 metres,NA
Cydonie Camille Mothersill (-Modibo),F,22,171,57,2000,200 metres,NA
Cydonie Camille Mothersill (-Modibo),F,26,171,57,2004,200 metres,NA
Cydonie Camille Mothersill (-Modibo),F,30,171,57,2008,200 metres,NA
Jonas Matas Motiejnas,M,25,188,77,2000,400 metres,NA
Craig Stuart Mottram,M,20,188,71,2000,"5,000 metres",NA
Craig Stuart Mottram,M,24,188,71,2004,"5,000 metres",NA
Craig Stuart Mottram,M,28,188,71,2008,"5,000 metres",NA
Craig Stuart Mottram,M,32,188,71,2012,"5,000 metres",NA
Abdi Waiss Mouhyadin,M,20,160,60,2016,"1,500 metres",NA
Augustus Moulton,M,24,173,64,1984,200 metres,NA
Mohammed Mourhit,M,29,164,55,2000,"10,000 metres",NA
Omar Moussa Bouh,M,27,163,53,1988,Marathon,NA
Omar Moussa Bouh,M,35,163,53,1996,Marathon,NA
Samir Moussaoui,M,25,172,65,2000,"10,000 metres",NA
Samir Moussaoui,M,29,172,65,2004,"5,000 metres",NA
Mohamed Moustaoui,M,23,174,62,2008,"1,500 metres",NA
Mohamed Moustaoui,M,27,174,62,2012,"1,500 metres",NA
Sotirios Moutsanas,M,26,178,56,1984,800 metres,NA
Pol Moya Betriu,M,19,178,62,2016,800 metres,NA
Gcinile Moyane,F,24,167,55,2004,200 metres,NA
Henry Moyo,M,24,NA,NA,1996,"5,000 metres",NA
Samukeliso Moyo,F,26,160,48,2000,"5,000 metres",NA
Franoise M'Pika,F,28,168,53,1984,100 metres,NA
Franoise M'Pika,F,28,168,53,1984,200 metres,NA
Emmanuel M'Pioh,M,28,180,64,1980,Marathon,NA
Thuso Mpuang,M,22,177,75,2008,200 metres,NA
Banuelia Mrashani (-Katesigwa),F,26,153,48,2004,Marathon,NA
Zakia Mrisho Mohamed,F,32,150,50,2008,"5,000 metres",NA
Zakia Mrisho Mohamed,F,36,150,50,2012,"5,000 metres",NA
Isaiah Msibi,M,24,170,62,2008,"1,500 metres",NA
Gideon Buthana Mthembu,M,24,NA,NA,1988,Marathon,NA
Lui Muavesi,M,22,185,75,1988,800 metres,NA
Muyegbe Mubala,F,21,NA,NA,1992,100 metres,NA
Saad Hamada Mubarak Ali,M,31,165,67,1992,Marathon,NA
Bedan Karoki Muchiri,M,21,170,54,2012,"10,000 metres",NA
Bedan Karoki Muchiri,M,25,170,54,2016,"10,000 metres",NA
Langa Mudongo,M,25,180,66,1980,800 metres,NA
Seraphin Mugabo,M,24,183,76,1992,"5,000 metres",NA
Naomi Wanjiku Mugo,F,19,163,50,1996,"1,500 metres",NA
Naomi Wanjiku Mugo,F,23,163,50,2000,"1,500 metres",NA
Carline Muir,F,20,170,65,2008,400 metres,NA
Carline Muir,F,28,170,65,2016,400 metres,NA
Laura Muir,F,23,161,49,2016,"1,500 metres",NA
Marcianne Mukamurenzi,F,24,156,51,1984,"1,500 metres",NA
Marcianne Mukamurenzi,F,28,156,51,1988,Marathon,NA
Marcianne Mukamurenzi,F,32,156,51,1992,"10,000 metres",NA
Christine Mukamutesi,F,16,NA,NA,2000,800 metres,NA
Claudette Mukasakindi,F,29,160,50,2012,Marathon,NA
Claudette Mukasakindi,F,33,160,50,2016,Marathon,NA
Margarita Yevgenyevna Mukashova (Matsko-),F,26,165,50,2012,800 metres,NA
Margarita Yevgenyevna Mukashova (Matsko-),F,30,165,50,2016,800 metres,NA
Phillip Mukomana,M,26,188,80,2000,400 metres,NA
Mbulaeni Tongai Mulaudzi,M,23,171,62,2004,800 metres,Silver
Mbulaeni Tongai Mulaudzi,M,27,171,62,2008,800 metres,NA
Charles Mulinga,M,28,167,55,1996,"10,000 metres",NA
Bettina Mller (-Weissina),F,31,173,61,2004,100 metres,NA
Filipo Muller,M,18,167,65,2004,100 metres,NA
Petra Mller (-Schersing),F,23,180,67,1988,400 metres,Silver
Romy Mller (Schneider-),F,21,168,59,1980,100 metres,NA
Romy Mller (Schneider-),F,21,168,59,1980,200 metres,NA
Rosmarie Mller,F,30,174,50,1988,Marathon,NA
Wolfram Mller,M,23,191,68,2004,"1,500 metres",NA
Pedro Mulomo,M,NA,NA,NA,1980,"5,000 metres",NA
Irina Sabrina Mulrain,F,22,174,63,2000,200 metres,NA
Prince Moses Mumba,M,19,180,70,2004,800 metres,NA
Prince Moses Mumba,M,27,180,70,2012,800 metres,NA
Vincent Mumo Kiilu,M,22,163,56,2004,400 metres,NA
Vincent Mumo Kiilu,M,26,163,56,2008,400 metres,NA
Mun Gyong-Ae,F,23,154,47,1992,Marathon,NA
Marina Munan,F,29,165,51,2012,"1,500 metres",NA
Charles Yosei Muneria,M,20,167,55,2016,"5,000 metres",NA
"Rosanna ""Rosa"" Munerotto",F,25,169,53,1988,"10,000 metres",NA
"Rosanna ""Rosa"" Munerotto",F,29,169,53,1992,"10,000 metres",NA
Mara Luisa Muoz Gonzlez,F,41,164,47,2000,Marathon,NA
Francis Fanello Munthali,M,19,170,58,1992,800 metres,NA
Francis Fanello Munthali,M,27,170,58,2000,"1,500 metres",NA
Clarence Munyai,M,18,170,65,2016,200 metres,NA
Alphonse Munyeshyaka,M,17,NA,NA,1992,"1,500 metres",NA
Simon Munyutu,M,30,172,58,2008,Marathon,NA
Kabange Mupopo,F,23,170,62,2016,400 metres,NA
Shihab Houna Murad,M,32,165,60,2000,"5,000 metres",NA
Vladimir Pavlovich Muravyov,M,20,178,74,1980,100 metres,NA
Vyacheslav Muravyov,M,26,180,70,2008,200 metres,NA
Vyacheslav Muravyov,M,30,180,70,2012,200 metres,NA
John Herman Muray,M,22,163,58,2000,100 metres,NA
Josephat Muraya,M,26,NA,NA,1984,"1,500 metres",NA
Kota Murayama,M,23,174,52,2016,"5,000 metres",NA
Kota Murayama,M,23,174,52,2016,"10,000 metres",NA
Rosario Murcia (-Gangloff),F,27,160,44,1992,"10,000 metres",NA
Elena Murgoci (-Florea),F,32,165,49,1992,Marathon,NA
Digna Luz Murillo Moreno,F,23,161,58,2004,200 metres,NA
Melissa Murillo Rivas,F,22,155,56,2004,100 metres,NA
Nataliya Andreyevna Murinovich,F,23,170,59,2008,100 metres,NA
Clayton Murphy,M,21,180,68,2016,800 metres,Bronze
Miles Murphy,M,21,185,75,1988,400 metres,NA
Marie Murphy-Rollins,F,29,168,52,1988,Marathon,NA
Freya Murray (-Ross),F,28,158,44,2012,Marathon,NA
Ross Anthony Murray,M,21,NA,NA,2012,"1,500 metres",NA
Ahmed Musa Jouda,M,27,180,58,1984,"5,000 metres",NA
Ahmed Musa Jouda,M,27,180,58,1984,"10,000 metres",NA
Ahmed Musa Jouda,M,31,180,58,1988,"10,000 metres",NA
Ronald Musagala,M,23,NA,NA,2016,"1,500 metres",NA
Archfell Musango,M,21,176,69,1980,800 metres,NA
Archfell Musango,M,21,176,69,1980,"1,500 metres",NA
Archfell Musango,M,25,176,69,1984,800 metres,NA
Archfell Musango,M,25,176,69,1984,"1,500 metres",NA
Maryan Nuh Muse,F,19,NA,NA,2016,400 metres,NA
Iaroslav Musinschi,M,31,182,73,2008,Marathon,NA
Iaroslav Musinschi,M,35,182,73,2012,Marathon,NA
Eugne Muslar,M,25,180,56,1984,"5,000 metres",NA
Eugne Muslar,M,29,180,56,1988,Marathon,NA
Eugne Muslar,M,37,180,56,1996,Marathon,NA
Ercan Muslu,M,27,160,52,2016,Marathon,NA
Damiano Ngwila Musonda,M,34,171,54,1980,"10,000 metres",NA
Damiano Ngwila Musonda,M,34,171,54,1980,Marathon,NA
Enock Musonda,M,22,164,55,1988,400 metres,NA
Faustine Mussa,M,31,175,60,2012,Marathon,NA
"Michael ""Mike"" Musyoki",M,28,168,54,1984,"10,000 metres",Bronze
Emmanuel Kipchirchir Mutai,M,27,162,52,2012,Marathon,NA
Munyo Solomon Mutai,M,23,NA,NA,2016,Marathon,NA
Crispen Mutakanyi,M,30,175,64,2000,800 metres,NA
Olga Mutanda,F,25,168,62,1992,200 metres,NA
Julius Mutekanga,M,24,176,76,2012,800 metres,NA
Kaleka Mutoke,M,22,176,65,1988,"5,000 metres",NA
Kaleka Mutoke,M,22,176,65,1988,Marathon,NA
Kaleka Mutoke,M,26,176,65,1992,"1,500 metres",NA
Kaleka Mutoke,M,30,176,65,1996,Marathon,NA
Maria de Lurdes Mutola,F,15,165,63,1988,800 metres,NA
Maria de Lurdes Mutola,F,19,165,63,1992,800 metres,NA
Maria de Lurdes Mutola,F,19,165,63,1992,"1,500 metres",NA
Maria de Lurdes Mutola,F,23,165,63,1996,800 metres,Bronze
Maria de Lurdes Mutola,F,27,165,63,2000,800 metres,Gold
Maria de Lurdes Mutola,F,31,165,63,2004,800 metres,NA
Maria de Lurdes Mutola,F,35,165,63,2008,800 metres,NA
Joseph Mwengi Mutua,M,21,170,58,2000,800 metres,NA
Joseph Mwengi Mutua,M,25,170,58,2004,800 metres,NA
Fabian Kabwe Muyaba,M,17,178,68,1988,100 metres,NA
Fabian Kabwe Muyaba,M,17,178,68,1988,200 metres,NA
Fabian Kabwe Muyaba,M,21,178,68,1992,100 metres,NA
Alston Sidney Muziyo,M,25,NA,NA,1980,200 metres,NA
Gabriel Mvumvure,M,28,170,70,2016,100 metres,NA
Jean-Pierre Mvuyekure,M,27,158,54,2012,Marathon,NA
Ngozi Mwanamwambwa (-Asinga),F,21,NA,NA,1992,100 metres,NA
Ngozi Mwanamwambwa (-Asinga),F,21,NA,NA,1992,200 metres,NA
Ngozi Mwanamwambwa (-Asinga),F,21,NA,NA,1992,400 metres,NA
Ngozi Mwanamwambwa (-Asinga),F,25,NA,NA,1996,400 metres,NA
Mwinga Mwanjala (-Sote),F,20,154,54,1980,800 metres,NA
Mwinga Mwanjala (-Sote),F,20,154,54,1980,"1,500 metres",NA
Sam Mfula Mwape,M,17,NA,NA,2000,"5,000 metres",NA
John Mwathiwa,M,21,171,60,1988,Marathon,NA
John Mwathiwa,M,25,171,60,1992,"10,000 metres",NA
John Mwathiwa,M,29,171,60,1996,Marathon,NA
Agripa Mwausegha,M,28,174,66,1984,400 metres,NA
Kaitinano Mwemweata,F,20,165,65,2004,100 metres,NA
Samwel Mwera Chegere,M,25,178,65,2004,800 metres,NA
Samwel Mwera Chegere,M,29,178,65,2008,800 metres,NA
Peter Mwita Mokam,M,NA,177,72,1980,100 metres,NA
"Sandra ""Sandy"" Myers Brown",F,27,168,58,1988,100 metres,NA
"Sandra ""Sandy"" Myers Brown",F,35,168,58,1996,200 metres,NA
"Sandra ""Sandy"" Myers Brown",F,35,168,58,1996,400 metres,NA
Myint Kan,M,26,160,48,1992,Marathon,NA
Myint Swe Li,F,23,168,55,2016,800 metres,NA
Kirsi Pauliina Mykknen,F,26,170,54,2004,400 metres,NA
John Myles-Mills,M,22,180,68,1988,100 metres,NA
John Myles-Mills,M,22,180,68,1988,200 metres,NA
John Myles-Mills,M,26,180,68,1992,100 metres,NA
"Leonard ""Leo"" Myles-Mills",M,27,175,70,2000,100 metres,NA
"Leonard ""Leo"" Myles-Mills",M,30,175,70,2004,100 metres,NA
Simon Robert Naali,M,26,168,57,1992,Marathon,NA
"Anderias Hiler Eduardus ""Edward"" Nabunone",M,20,164,50,1988,"5,000 metres",NA
"Anderias Hiler Eduardus ""Edward"" Nabunone",M,20,164,50,1988,"10,000 metres",NA
Rachael Nachula,F,18,164,60,2008,400 metres,NA
John Nada Saya,M,26,177,57,2004,Marathon,NA
Kaltouma Nadjina,F,19,170,59,1996,200 metres,NA
Kaltouma Nadjina,F,23,170,59,2000,200 metres,NA
Kaltouma Nadjina,F,23,170,59,2000,400 metres,NA
Kaltouma Nadjina,F,27,170,59,2004,400 metres,NA
Koen Naert,M,26,182,66,2016,Marathon,NA
Abdi Nageeye,M,27,165,54,2016,Marathon,NA
Yelena Stanislavovna Nagovitsyna,F,29,165,55,2012,"5,000 metres",NA
Istvn Nagy,M,21,176,70,1980,100 metres,NA
Istvn Nagy,M,21,176,70,1980,200 metres,NA
Judit Nagy-Flding,F,30,168,55,1996,Marathon,NA
Judit Nagy-Flding,F,35,168,55,2000,Marathon,NA
Justine Nahimana,F,16,155,48,1996,"10,000 metres",NA
Nabil Nahri,M,22,NA,NA,1980,100 metres,NA
Nabil Nahri,M,22,NA,NA,1980,200 metres,NA
Beata Nandjala Naigambo,F,28,167,48,2008,Marathon,NA
Beata Nandjala Naigambo,F,32,167,48,2012,Marathon,NA
Beata Nandjala Naigambo,F,36,167,48,2016,Marathon,NA
Raymonde Naigre (-Nebot),F,20,160,53,1980,200 metres,NA
Raymonde Naigre (-Nebot),F,24,160,53,1984,200 metres,NA
Isireli Naikelekelevesi,M,23,178,65,2000,800 metres,NA
Isireli Naikelekelevesi,M,27,178,65,2004,800 metres,NA
Tezdzhan Naimova,F,21,166,58,2008,100 metres,NA
San Naing,M,25,170,57,2016,"5,000 metres",NA
Halima Nakaayi,F,21,NA,NA,2016,800 metres,NA
Kentaro Nakamoto,M,29,173,58,2012,Marathon,NA
Yurika Nakamura,F,22,166,48,2008,Marathon,NA
Kelsey Nakanelua,M,33,178,79,2000,100 metres,NA
Kelsey Nakanelua,M,37,178,79,2004,100 metres,NA
Katsuhiko Nakaya,M,23,178,70,1980,100 metres,NA
Katsuhiko Nakaya,M,27,178,70,1984,100 metres,NA
Takeyuki Nakayama,M,28,180,57,1988,Marathon,NA
Takeyuki Nakayama,M,32,180,57,1992,Marathon,NA
Edith Nakiyingi,F,23,168,51,1992,800 metres,NA
Ancel Namrukwen Nalau,M,23,NA,NA,1992,"1,500 metres",NA
Tello Namane,M,18,178,50,1992,"5,000 metres",NA
Zakaria Gwandu Namonge,M,NA,NA,NA,1984,"1,500 metres",NA
Srabani Nanda,F,25,164,54,2016,200 metres,NA
Winnie Nanyondo,F,22,NA,NA,2016,800 metres,NA
Bamab Napo,F,28,169,56,2012,100 metres,NA
Juventina Napoleao,F,23,154,48,2012,Marathon,NA
Kakianako Nariki,M,21,165,70,2004,100 metres,NA
Mrcia Narloch,F,23,153,42,1992,Marathon,NA
Mrcia Narloch,F,27,153,42,1996,Marathon,NA
Mrcia Narloch,F,35,153,42,2004,Marathon,NA
Paul Andrew Narracott,M,24,182,72,1984,100 metres,NA
Paul Andrew Narracott,M,24,182,72,1984,200 metres,NA
Hussain Ali Nasayyif,M,NA,170,72,1980,400 metres,NA
Yazaldes Valdemar Nascimento Alfonso,M,18,182,63,2004,100 metres,NA
Salwa Eid Naser,F,18,168,54,2016,400 metres,NA
Yaznee Nasheeda,F,18,154,49,1996,800 metres,NA
Anna Nasilyan,F,20,177,57,2000,800 metres,NA
